Tweet,Tweet Length,Cleaned_Tweet,Cleaned_Length,Normalized_Tweet,Normalized_Length,Tokenized_Tweet,Token_Count,No_Stopwords_Tweet,No_Stopwords_Count,Stemmed_Tweet,Stemmed_Count,Sentimen
@kumparan MBADOOOOOQ SAMPEK MBLUKEK MBLUMEK SAJA DIUMBAR. BIKIN OBESITAS DAN OTAK BEBAL. DASAR KABINET FUFUFAFA IDEOLOGI DUIT. HUEXXXX,18,kumparan mbadoooooq sampek mblukek mblumek saja diumbar bikin obesitas dan otak bebal dasar kabinet fufufafa ideologi duit huexxxx,18,kumparan mbadoooooq sampek mblukek mblumek saja diumbar bikin obesitas dan otak bebal dasar kabinet fufufafa ideologi duit huexxxx,18,"[""kumparan"", ""mbadoooooq"", ""sampek"", ""mblukek"", ""mblumek"", ""saja"", ""diumbar"", ""bikin"", ""obesitas"", ""dan"", ""otak"", ""bebal"", ""dasar"", ""kabinet"", ""fufufafa"", ""ideologi"", ""duit"", ""huexxxx""]",185,"[""kumparan"", ""mbadoooooq"", ""sampek"", ""mblukek"", ""mblumek"", ""diumbar"", ""bikin"", ""obesitas"", ""otak"", ""bebal"", ""dasar"", ""kabinet"", ""ideologi"", ""duit"", ""huexxxx""]",15,"[""kumpar"", ""mbadoooooq"", ""sampek"", ""mblukek"", ""mblumek"", ""umbar"", ""bikin"", ""obesitas"", ""otak"", ""bebal"", ""dasar"", ""kabinet"", ""ideologi"", ""duit"", ""huexxxx""]",15,netral
Pemimpin boleh berganti tapi harapan rakyat tetap sama: keadilan kejujuran dan keberpihakan pada yang lemah. Semoga kabinet baru bukan hanya sekadar wajah baru tetapi hadir dengan kebijakan yang berpihak pada masa depan bangsa,33,pemimpin boleh berganti tapi harapan rakyat tetap sama keadilan kejujuran dan keberpihakan pada yang lemah semoga kabinet baru bukan hanya sekadar wajah baru tetapi hadir dengan kebijakan yang berpihak pada masa depan bangsa,33,pemimpin boleh berganti tapi harapan rakyat tetap sama keadilan kejujuran dan keberpihakan pada yang lemah semoga kabinet baru bukan hanya sekadar wajah baru tetapi hadir dengan kebijakan yang berpihak pada masa depan bangsa,33,"[""pemimpin"", ""boleh"", ""berganti"", ""tapi"", ""harapan"", ""rakyat"", ""tetap"", ""sama"", ""keadilan"", ""kejujuran"", ""dan"", ""keberpihakan"", ""pada"", ""yang"", ""lemah"", ""semoga"", ""kabinet"", ""baru"", ""bukan"", ""hanya"", ""sekadar"", ""wajah"", ""baru"", ""tetapi"", ""hadir"", ""dengan"", ""kebijakan"", ""yang"", ""berpihak"", ""pada"", ""masa"", ""depan"", ""bangsa""]",324,"[""pemimpin"", ""berganti"", ""harapan"", ""rakyat"", ""keadilan"", ""kejujuran"", ""keberpihakan"", ""lemah"", ""semoga"", ""kabinet"", ""wajah"", ""hadir"", ""kebijakan"", ""berpihak"", ""bangsa""]",15,"[""pimpin"", ""ganti"", ""harap"", ""rakyat"", ""adil"", ""jujur"", ""pihak"", ""lemah"", ""moga"", ""kabinet"", ""wajah"", ""hadir"", ""bijak"", ""pihak"", ""bangsa""]",15,positif
@NataliusPigai2 @NataliusPigai2 pak itu ide sangat bagus ! Tapi lebih bagus lagi kalau bapak kerjakan dulu tunggakan2 HAM yg belym terselesaikan tg mungkin jauh lebih baik daripada rencana yg belum dibicarakan dgn presiden dan kabinet !,36,nataliuspigai2 nataliuspigai2 pak itu ide sangat bagus  tapi lebih bagus lagi kalau bapak kerjakan dulu tunggakan2 ham yg belym terselesaikan tg mungkin jauh lebih baik daripada rencana yg belum dibicarakan dgn presiden dan kabinet,34,nataliuspigai2 nataliuspigai2 pak itu ide sangat bagus tapi lebih bagus lagi kalau bapak kerjakan dulu tunggakan2 ham yg belym terselesaikan tg mungkin jauh lebih baik daripada rencana yg belum dibicarakan dgn presiden dan kabinet,34,"[""nataliuspigai2"", ""nataliuspigai2"", ""pak"", ""itu"", ""ide"", ""sangat"", ""bagus"", ""tapi"", ""lebih"", ""bagus"", ""lagi"", ""kalau"", ""bapak"", ""kerjakan"", ""dulu"", ""tunggakan2"", ""ham"", ""yg"", ""belym"", ""terselesaikan"", ""tg"", ""mungkin"", ""jauh"", ""lebih"", ""baik"", ""daripada"", ""rencana"", ""yg"", ""belum"", ""dibicarakan"", ""dgn"", ""presiden"", ""dan"", ""kabinet""]",333,"[""nataliuspigai2"", ""nataliuspigai2"", ""ide"", ""bagus"", ""bagus"", ""kerjakan"", ""tunggakan2"", ""ham"", ""belym"", ""terselesaikan"", ""tg"", ""rencana"", ""dibicarakan"", ""presiden"", ""kabinet""]",15,"[""nataliuspigai2"", ""nataliuspigai2"", ""ide"", ""bagus"", ""bagus"", ""kerja"", ""tunggakan2"", ""ham"", ""belym"", ""selesai"", ""tg"", ""rencana"", ""bicara"", ""presiden"", ""kabinet""]",15,positif
@dinopattidjalal Pengin dengar jawaban saudaraku yang non 58% 1.kita biarkan saja karena kalah 2.efek kabinet super gemuk 3.tak mungkin dikabulkan 4.masa bodoh Jgn lupa komennya,25,dinopattidjalal pengin dengar jawaban saudaraku yang non 58 1kita biarkan saja karena kalah 2efek kabinet super gemuk 3tak mungkin dikabulkan 4masa bodoh jgn lupa komennya,25,dinopattidjalal pengin dengar jawaban saudaraku yang non 58 1kita biarkan saja karena kalah 2efek kabinet super gemuk 3tak mungkin dikabulkan 4masa bodoh jgn lupa komennya,25,"[""dinopattidjalal"", ""pengin"", ""dengar"", ""jawaban"", ""saudaraku"", ""yang"", ""non"", ""58"", ""1kita"", ""biarkan"", ""saja"", ""karena"", ""kalah"", ""2efek"", ""kabinet"", ""super"", ""gemuk"", ""3tak"", ""mungkin"", ""dikabulkan"", ""4masa"", ""bodoh"", ""jgn"", ""lupa"", ""komennya""]",247,"[""dinopattidjalal"", ""pengin"", ""dengar"", ""saudaraku"", ""non"", ""58"", ""1kita"", ""biarkan"", ""kalah"", ""2efek"", ""kabinet"", ""super"", ""gemuk"", ""3tak"", ""dikabulkan"", ""4masa"", ""bodoh"", ""jgn"", ""lupa"", ""komennya""]",20,"[""dinopattidjalal"", ""pengin"", ""dengar"", ""saudara"", ""non"", ""58"", ""1kita"", ""biar"", ""kalah"", ""2efek"", ""kabinet"", ""super"", ""gemuk"", ""3tak"", ""kabul"", ""4masa"", ""bodoh"", ""jgn"", ""lupa"", ""komennya""]",20,negatif
Hashim Buka Suara soal Kabinet Gemuk Prabowo: Yang Penting Output  #TempoBisnis,11,hashim buka suara soal kabinet gemuk prabowo yang penting output  tempobisnis,11,hashim buka suara soal kabinet gemuk prabowo yang penting output tempobisnis,11,"[""hashim"", ""buka"", ""suara"", ""soal"", ""kabinet"", ""gemuk"", ""prabowo"", ""yang"", ""penting"", ""output"", ""tempobisnis""]",110,"[""hashim"", ""buka"", ""suara"", ""kabinet"", ""gemuk"", ""prabowo"", ""output"", ""tempobisnis""]",8,"[""hashim"", ""buka"", ""suara"", ""kabinet"", ""gemuk"", ""prabowo"", ""output"", ""tempobisnis""]",8,negatif
 Ya kan saya baru jadi menteri jadi saya selama 30 tahun jadi DPR ya kan. Ya maklumlah baru belajar ujar Yandri kepada awak media di Istana jelang sidang kabinet Jakarta pada Rabu (23/10/2024). Mo nulis komentar buat si yandri bingung gw nih.. hal sgt dasar ja g ngarti,48,ya kan saya baru jadi menteri jadi saya selama 30 tahun jadi dpr ya kan ya maklumlah baru belajar ujar yandri kepada awak media di istana jelang sidang kabinet jakarta pada rabu 23102024 mo nulis komentar buat si yandri bingung gw nih hal sgt dasar ja g ngarti,48,ya kan saya baru jadi menteri jadi saya selama 30 tahun jadi dpr ya kan ya maklumlah baru belajar ujar yandri kepada awak media di istana jelang sidang kabinet jakarta pada rabu 23102024 mo nulis komentar buat si yandri bingung gw nih hal sgt dasar ja g ngarti,48,"[""ya"", ""kan"", ""saya"", ""baru"", ""jadi"", ""menteri"", ""jadi"", ""saya"", ""selama"", ""30"", ""tahun"", ""jadi"", ""dpr"", ""ya"", ""kan"", ""ya"", ""maklumlah"", ""baru"", ""belajar"", ""ujar"", ""yandri"", ""kepada"", ""awak"", ""media"", ""di"", ""istana"", ""jelang"", ""sidang"", ""kabinet"", ""jakarta"", ""pada"", ""rabu"", ""23102024"", ""mo"", ""nulis"", ""komentar"", ""buat"", ""si"", ""yandri"", ""bingung"", ""gw"", ""nih"", ""hal"", ""sgt"", ""dasar"", ""ja"", ""g"", ""ngarti""]",405,"[""menteri"", ""30"", ""dpr"", ""maklumlah"", ""belajar"", ""yandri"", ""awak"", ""media"", ""istana"", ""jelang"", ""sidang"", ""kabinet"", ""jakarta"", ""rabu"", ""23102024"", ""mo"", ""nulis"", ""komentar"", ""yandri"", ""bingung"", ""sgt"", ""dasar"", ""ja"", ""g"", ""ngarti""]",25,"[""menteri"", ""30"", ""dpr"", ""maklum"", ""ajar"", ""yandri"", ""awak"", ""media"", ""istana"", ""jelang"", ""sidang"", ""kabinet"", ""jakarta"", ""rabu"", ""23102024"", ""mo"", ""nulis"", ""komentar"", ""yandri"", ""bingung"", ""sgt"", ""dasar"", ""ja"", ""g"", ""ngarti""]",25,netral
@psi_id Hati-hati. Rakyat mengawasi dengan ketat kerja para anggota kabinet Merah Putih,12,psi_id hatihati rakyat mengawasi dengan ketat kerja para anggota kabinet merah putih,12,psi_id hatihati rakyat mengawasi dengan ketat kerja para anggota kabinet merah putih,12,"[""psi_id"", ""hatihati"", ""rakyat"", ""mengawasi"", ""dengan"", ""ketat"", ""kerja"", ""para"", ""anggota"", ""kabinet"", ""merah"", ""putih""]",121,"[""hatihati"", ""rakyat"", ""mengawasi"", ""ketat"", ""kerja"", ""anggota"", ""kabinet"", ""merah"", ""putih""]",9,"[""hatihati"", ""rakyat"", ""awas"", ""ketat"", ""kerja"", ""anggota"", ""kabinet"", ""merah"", ""putih""]",9,positif
@NataliusPigai2 alokasi anggaran utk kementrian jadi sorotan &amp; kritik yg pertama selang 2-3 hari kabinet @prabowo dilantik makan gratis anggarannya jumbo 71 triliun kmdn kementrian/badan yg urus soal penegakan hukum&amp;demokrasi pemberantasan KKN dan yg lbh miris Anggaran HAM 1 T aja kurang,42,nataliuspigai2 alokasi anggaran utk kementrian jadi sorotan  kritik yg pertama selang 23 hari kabinet prabowo dilantik makan gratis anggarannya jumbo 71 triliun kmdn kementrianbadan yg urus soal penegakan hukumdemokrasi pemberantasan kkn dan yg lbh miris anggaran ham 1 t aja kurang,41,nataliuspigai2 alokasi anggaran utk kementrian jadi sorotan kritik yg pertama selang 23 hari kabinet prabowo dilantik makan gratis anggarannya jumbo 71 triliun kmdn kementrianbadan yg urus soal penegakan hukumdemokrasi pemberantasan kkn dan yg lbh miris anggaran ham 1 t aja kurang,41,"[""nataliuspigai2"", ""alokasi"", ""anggaran"", ""utk"", ""kementrian"", ""jadi"", ""sorotan"", ""kritik"", ""yg"", ""pertama"", ""selang"", ""23"", ""hari"", ""kabinet"", ""prabowo"", ""dilantik"", ""makan"", ""gratis"", ""anggarannya"", ""jumbo"", ""71"", ""triliun"", ""kmdn"", ""kementrianbadan"", ""yg"", ""urus"", ""soal"", ""penegakan"", ""hukumdemokrasi"", ""pemberantasan"", ""kkn"", ""dan"", ""yg"", ""lbh"", ""miris"", ""anggaran"", ""ham"", ""1"", ""t"", ""aja"", ""kurang""]",405,"[""nataliuspigai2"", ""alokasi"", ""anggaran"", ""kementrian"", ""sorotan"", ""kritik"", ""selang"", ""23"", ""kabinet"", ""prabowo"", ""dilantik"", ""makan"", ""gratis"", ""anggarannya"", ""jumbo"", ""71"", ""triliun"", ""kmdn"", ""kementrianbadan"", ""urus"", ""penegakan"", ""hukumdemokrasi"", ""pemberantasan"", ""kkn"", ""lbh"", ""miris"", ""anggaran"", ""ham"", ""1"", ""t""]",30,"[""nataliuspigai2"", ""alokasi"", ""anggar"", ""tri"", ""sorot"", ""kritik"", ""selang"", ""23"", ""kabinet"", ""prabowo"", ""lantik"", ""makan"", ""gratis"", ""anggar"", ""jumbo"", ""71"", ""triliun"", ""kmdn"", ""kementrianbadan"", ""urus"", ""tega"", ""hukumdemokrasi"", ""berantas"", ""kkn"", ""lbh"", ""miris"", ""anggar"", ""ham"", ""1"", ""t""]",30,positif
` Kabinet ramping tapi diisi para professional beneran. Kabinet Pembangunan Dari pada Kabinet Merah Kuning Hijau diisi para oportunis ungud guoooob**** tkng kentit Zionis dkk #Miris ,26,kabinet ramping tapi diisi para professional beneran kabinet pembangunan dari pada kabinet merah kuning hijau diisi para oportunis ungud guoooob tkng kentit zionis dkk miris,25,kabinet ramping tapi diisi para professional beneran kabinet pembangunan dari pada kabinet merah kuning hijau diisi para oportunis ungud guoooob tkng kentit zionis dkk miris,25,"[""kabinet"", ""ramping"", ""tapi"", ""diisi"", ""para"", ""professional"", ""beneran"", ""kabinet"", ""pembangunan"", ""dari"", ""pada"", ""kabinet"", ""merah"", ""kuning"", ""hijau"", ""diisi"", ""para"", ""oportunis"", ""ungud"", ""guoooob"", ""tkng"", ""kentit"", ""zionis"", ""dkk"", ""miris""]",249,"[""kabinet"", ""ramping"", ""diisi"", ""professional"", ""beneran"", ""kabinet"", ""pembangunan"", ""kabinet"", ""merah"", ""kuning"", ""hijau"", ""diisi"", ""oportunis"", ""ungud"", ""guoooob"", ""tkng"", ""kentit"", ""zionis"", ""dkk"", ""miris""]",20,"[""kabinet"", ""ramping"", ""isi"", ""professional"", ""beneran"", ""kabinet"", ""bangun"", ""kabinet"", ""merah"", ""kuning"", ""hijau"", ""isi"", ""oportunis"", ""ungud"", ""guoooob"", ""tkng"", ""kentit"", ""zionis"", ""dkk"", ""miris""]",20,netral
@hasyimmah Pasti dipecat kalau konsekuen agar tidak menodai kabinet ini.,10,hasyimmah pasti dipecat kalau konsekuen agar tidak menodai kabinet ini,10,hasyimmah pasti dipecat kalau konsekuen agar tidak menodai kabinet ini,10,"[""hasyimmah"", ""pasti"", ""dipecat"", ""kalau"", ""konsekuen"", ""agar"", ""tidak"", ""menodai"", ""kabinet"", ""ini""]",101,"[""hasyimmah"", ""dipecat"", ""konsekuen"", ""menodai"", ""kabinet""]",5,"[""hasyimmah"", ""pecat"", ""konsekuen"", ""noda"", ""kabinet""]",5,negatif
@RajaJuliAntoni @prabowo @gibran_tweet Kita tunggu kerja-kerja nyata Kabinet Merah Putih,10,rajajuliantoni prabowo gibran_tweet kita tunggu kerjakerja nyata kabinet merah putih,10,rajajuliantoni prabowo gibran_tweet kita tunggu kerjakerja nyata kabinet merah putih,10,"[""rajajuliantoni"", ""prabowo"", ""gibran_tweet"", ""kita"", ""tunggu"", ""kerjakerja"", ""nyata"", ""kabinet"", ""merah"", ""putih""]",115,"[""rajajuliantoni"", ""prabowo"", ""gibran_tweet"", ""tunggu"", ""kerjakerja"", ""nyata"", ""kabinet"", ""merah"", ""putih""]",9,"[""rajajuliantoni"", ""prabowo"", ""gibran"", ""tweet"", ""tunggu"", ""kerjakerja"", ""nyata"", ""kabinet"", ""merah"", ""putih""]",10,negatif
@RajaJuliAntoni @prabowo @gibran_tweet Kalo rapat kabinet wamennua tuh ga ikut ya?,11,rajajuliantoni prabowo gibran_tweet kalo rapat kabinet wamennua tuh ga ikut ya,11,rajajuliantoni prabowo gibran_tweet kalo rapat kabinet wamennua tuh ga ikut ya,11,"[""rajajuliantoni"", ""prabowo"", ""gibran_tweet"", ""kalo"", ""rapat"", ""kabinet"", ""wamennua"", ""tuh"", ""ga"", ""ikut"", ""ya""]",112,"[""rajajuliantoni"", ""prabowo"", ""gibran_tweet"", ""kalo"", ""rapat"", ""kabinet"", ""wamennua""]",7,"[""rajajuliantoni"", ""prabowo"", ""gibran"", ""tweet"", ""kalo"", ""rapat"", ""kabinet"", ""wamennua""]",8,negatif
Inilah salah satu alasan kenapa Sri Mulyani di pakai lagi di kabinet merah putih PRESIDEN HARUS MUTER CARI UTANGAN UNTUK MEMBAYAR UTANG WARISAN JOKOWI Miris Gak ? Negeri yang katanya kaya raya gemah ripah loh jinawi tapi musti gali lobang tutup lobang,42,inilah salah satu alasan kenapa sri mulyani di pakai lagi di kabinet merah putih presiden harus muter cari utangan untuk membayar utang warisan jokowi miris gak  negeri yang katanya kaya raya gemah ripah loh jinawi tapi musti gali lobang tutup lobang,41,inilah salah satu alasan kenapa sri mulyani di pakai lagi di kabinet merah putih presiden harus muter cari utangan untuk membayar utang warisan jokowi miris gak negeri yang katanya kaya raya gemah ripah loh jinawi tapi musti gali lobang tutup lobang,41,"[""inilah"", ""salah"", ""satu"", ""alasan"", ""kenapa"", ""sri"", ""mulyani"", ""di"", ""pakai"", ""lagi"", ""di"", ""kabinet"", ""merah"", ""putih"", ""presiden"", ""harus"", ""muter"", ""cari"", ""utangan"", ""untuk"", ""membayar"", ""utang"", ""warisan"", ""jokowi"", ""miris"", ""gak"", ""negeri"", ""yang"", ""katanya"", ""kaya"", ""raya"", ""gemah"", ""ripah"", ""loh"", ""jinawi"", ""tapi"", ""musti"", ""gali"", ""lobang"", ""tutup"", ""lobang""]",373,"[""salah"", ""alasan"", ""sri"", ""mulyani"", ""pakai"", ""kabinet"", ""merah"", ""putih"", ""presiden"", ""muter"", ""cari"", ""utangan"", ""membayar"", ""utang"", ""warisan"", ""jokowi"", ""miris"", ""gak"", ""negeri"", ""kaya"", ""raya"", ""gemah"", ""ripah"", ""loh"", ""jinawi"", ""musti"", ""gali"", ""lobang"", ""tutup"", ""lobang""]",30,"[""salah"", ""alas"", ""sri"", ""mulyani"", ""pakai"", ""kabinet"", ""merah"", ""putih"", ""presiden"", ""muter"", ""cari"", ""utang"", ""bayar"", ""utang"", ""waris"", ""jokowi"", ""miris"", ""gak"", ""negeri"", ""kaya"", ""raya"", ""gemah"", ""ripah"", ""loh"", ""jawi"", ""musti"", ""gali"", ""lobang"", ""tutup"", ""lobang""]",30,negatif
@JhonSitorus_18 Wkwkwk....pusing Bacanya yg beginian. Indonesia Emas untuk Kabinet.......,9,jhonsitorus_18 wkwkwkpusing bacanya yg beginian indonesia emas untuk kabinet,9,jhonsitorus_18 wkwkwkpusing bacanya yg beginian indonesia emas untuk kabinet,9,"[""jhonsitorus_18"", ""wkwkwkpusing"", ""bacanya"", ""yg"", ""beginian"", ""indonesia"", ""emas"", ""untuk"", ""kabinet""]",104,"[""jhonsitorus_18"", ""wkwkwkpusing"", ""bacanya"", ""indonesia"", ""emas"", ""kabinet""]",6,"[""jhonsitorus"", ""18"", ""wkwkwkpusing"", ""baca"", ""indonesia"", ""emas"", ""kabinet""]",7,netral
Mari bicara logis terkat Kabinet Merah Putih. Efisiensi menutup celah koruptif dan hemat anggaran itulah yang menjadi dasar dari mengapa kabinet harus ramping. APBN kita defisit 600 triliun mengapa ditambah beban lagi? Salam Akal Sehat,35,mari bicara logis terkat kabinet merah putih efisiensi menutup celah koruptif dan hemat anggaran itulah yang menjadi dasar dari mengapa kabinet harus ramping apbn kita defisit 600 triliun mengapa ditambah beban lagi salam akal sehat,35,mari bicara logis terkat kabinet merah putih efisiensi menutup celah koruptif dan hemat anggaran itulah yang menjadi dasar dari mengapa kabinet harus ramping apbn kita defisit 600 triliun mengapa ditambah beban lagi salam akal sehat,35,"[""mari"", ""bicara"", ""logis"", ""terkat"", ""kabinet"", ""merah"", ""putih"", ""efisiensi"", ""menutup"", ""celah"", ""koruptif"", ""dan"", ""hemat"", ""anggaran"", ""itulah"", ""yang"", ""menjadi"", ""dasar"", ""dari"", ""mengapa"", ""kabinet"", ""harus"", ""ramping"", ""apbn"", ""kita"", ""defisit"", ""600"", ""triliun"", ""mengapa"", ""ditambah"", ""beban"", ""lagi"", ""salam"", ""akal"", ""sehat""]",338,"[""mari"", ""bicara"", ""logis"", ""terkat"", ""kabinet"", ""merah"", ""putih"", ""efisiensi"", ""menutup"", ""celah"", ""koruptif"", ""hemat"", ""anggaran"", ""dasar"", ""kabinet"", ""ramping"", ""apbn"", ""defisit"", ""600"", ""triliun"", ""ditambah"", ""beban"", ""salam"", ""akal"", ""sehat""]",25,"[""mari"", ""bicara"", ""logis"", ""terkat"", ""kabinet"", ""merah"", ""putih"", ""efisiensi"", ""tutup"", ""celah"", ""koruptif"", ""hemat"", ""anggar"", ""dasar"", ""kabinet"", ""ramping"", ""apbn"", ""defisit"", ""600"", ""triliun"", ""tambah"", ""beban"", ""salam"", ""akal"", ""sehat""]",25,positif
@integritea_ @KompasTV Mikir dipake pejabat kabinet gemuk aja dah mules tapi jangan lupa pajak juga akan dipakai moles persona fufufafa selama 5 tahun kedepan,24,integritea_ kompastv mikir dipake pejabat kabinet gemuk aja dah mules tapi jangan lupa pajak juga akan dipakai moles persona fufufafa selama 5 tahun kedepan,24,integritea_ kompastv mikir dipake pejabat kabinet gemuk aja dah mules tapi jangan lupa pajak juga akan dipakai moles persona fufufafa selama 5 tahun kedepan,24,"[""integritea_"", ""kompastv"", ""mikir"", ""dipake"", ""pejabat"", ""kabinet"", ""gemuk"", ""aja"", ""dah"", ""mules"", ""tapi"", ""jangan"", ""lupa"", ""pajak"", ""juga"", ""akan"", ""dipakai"", ""moles"", ""persona"", ""fufufafa"", ""selama"", ""5"", ""tahun"", ""kedepan""]",229,"[""integritea_"", ""kompastv"", ""mikir"", ""dipake"", ""pejabat"", ""kabinet"", ""gemuk"", ""mules"", ""lupa"", ""pajak"", ""dipakai"", ""moles"", ""persona"", ""5"", ""kedepan""]",15,"[""integritea"", ""kompastv"", ""mikir"", ""dipake"", ""jabat"", ""kabinet"", ""gemuk"", ""mules"", ""lupa"", ""pajak"", ""pakai"", ""moles"", ""persona"", ""5"", ""depan""]",15,negatif
@susipudjiastuti @prabowo Gue kok gak yakin kalo kabinetnya akan memenuhi harapan rakyat lihatlah 50â„… kabinet masih di isi orang2 nya mulyono thanks bude susi... Kami merindukan ibu untuk bisa berkhidmat lagi untuk NKRI tercinta ini ,35,susipudjiastuti prabowo gue kok gak yakin kalo kabinetnya akan memenuhi harapan rakyat lihatlah 50â kabinet masih di isi orang2 nya mulyono thanks bude susi kami merindukan ibu untuk bisa berkhidmat lagi untuk nkri tercinta ini,35,susipudjiastuti prabowo gue kok gak yakin kalo kabinetnya akan memenuhi harapan rakyat lihatlah 50â kabinet masih di isi orang2 nya mulyono thanks bude susi kami merindukan ibu untuk bisa berkhidmat lagi untuk nkri tercinta ini,35,"[""susipudjiastuti"", ""prabowo"", ""gue"", ""kok"", ""gak"", ""yakin"", ""kalo"", ""kabinetnya"", ""akan"", ""memenuhi"", ""harapan"", ""rakyat"", ""lihatlah"", ""50â"", ""kabinet"", ""masih"", ""di"", ""isi"", ""orang2"", ""nya"", ""mulyono"", ""thanks"", ""bude"", ""susi"", ""kami"", ""merindukan"", ""ibu"", ""untuk"", ""bisa"", ""berkhidmat"", ""lagi"", ""untuk"", ""nkri"", ""tercinta"", ""ini""]",333,"[""susipudjiastuti"", ""prabowo"", ""gak"", ""kalo"", ""kabinetnya"", ""memenuhi"", ""harapan"", ""rakyat"", ""lihatlah"", ""50â"", ""kabinet"", ""isi"", ""orang2"", ""nya"", ""mulyono"", ""thanks"", ""bude"", ""susi"", ""merindukan"", ""berkhidmat"", ""nkri"", ""tercinta""]",22,"[""susipudjiastuti"", ""prabowo"", ""gak"", ""kalo"", ""kabinet"", ""penuh"", ""harap"", ""rakyat"", ""lihat"", ""50"", ""kabinet"", ""isi"", ""orang2"", ""nya"", ""mulyono"", ""thanks"", ""bude"", ""sus"", ""rindu"", ""khidmat"", ""nkri"", ""cinta""]",22,negatif
