Tweet,Sentimen,Tweet Length
 gada yg normalisasi tinggal liat kedepanny aja klo msih ga diganti walau ga kompeten ya tinggal dikritik kabinet bru kebentuk hari dh lu komplen semua,negatif,29
teorinya adalah hari kerja mulai dinilai kinerja bulan kerja mulai evaluasi dan peringatan tahun kerja penilaian dgn evaluasi dampak dan efek brlanjut pada putusan evaluasi reshuffle maka kami katakan oktober lalu umur kabinet seken jokowi cuma tahun fyi ,negatif,44
jadi sorotan namanama tersohor yang tidak masuk kabinet ,negatif,9
yth bikin gini dong menteri dari nahdliyin teringat ketum pb kh dalam pewartaannya separuh kabinetkementerian pak di isi oleh orang nu dan bagi saya presiden dari nu masih gus dur seorang ,negatif,36
pertama pak presiden menyampaikan terima kasih karena beliau sudah mau membersamai beliau di kabinet merah putih kedua bilang minta saya agar pekerja yang ada di luar negeri tidak dieksploitasi tdk perdagangan orang hak pekerja harus kita jaga semaksimal mungkin ,positif,41
 ok bener sih tapi ide sperti ini harus berlaku di semua bidang termasuk kabinet super gemuk yg separonya lebih diisi orang yg gak mutu,negatif,25
 menunggu janji evaluasi per bulan dari pak masih minggu pertama di hari kedua cmiiw lho ini pak kok udah bikin malu kabinet menteri kok kagetan gini sampe ga ada malunya pake logo kementerian di acara pribadi padahal udah dinasihati pak mahfud md,negatif,45
kabinet brainrot makan siang gratis lunchly kurikulum hawk tuah food estate mango mango pembangkit listrik tenaga still water susu ikan drippy bruh,negatif,27
prabowo ingin bentuk super tim di kabinet merah putih ,negatif,10
lingkup negara kalau dapat kabinet mcm ni ada hati tu request kabonet bayangan pun kene dapat elaun bajet pun tak dapat bentang ,negatif,23
jam segini malah ovt gimana kalau jokowi tiba masuk kabinet nya prabowo ini,negatif,13
 perpres no th ditandangani dimasa injury time agar tak ada politisi ber dan pengamat politik yg sadar karena sedang disibukkan dgn proses persiapan kabinet amp pelantikan presiden ps pun tak kuasa menolak cara licik dalam berpolitik ,negatif,41
warga terbelah dua kubu pro prabowo vs kubu pro fufufafa tiap kubu saling mengklaim kalau jagoan paling hebat kalau begini ceritanya ngk akan lama kabinet merah putih anda pak buang orang orang dekat jokowi dari istana itu solusinya ,negatif,41
war biassaahhh menterinya prabowo memang lucu beginilah kalo kabinet cuma buat bagi kabinet balas budi hadeuhhh ada menteri yang buru bilang tragedi bukan pelanggaran ham berat sedang menjilat,negatif,29
menteri dan wakil menteri kabinet merah putih akan mengikuti bimbingan dan pelatikan akademi militer atau akmil pembekalan akan di gelar di magelang jawa tengah ahy merasakan ada rasa nostalgia kembali ke akademi militer ,positif,35
kenapa menteri kabinet prabowo luculucu ya balada kabinet bagibagi kabinet balas budi war biassaahhh menterinya prabowo memang lucu beginilah kalo kabinet cuma buat bagi kabinet balas budi hadeuhhh ,negatif,29
kabinet bayangan sampah puak pembangang bani pas pnunggang agama ,negatif,16
war biassaahhh menterinya prabowo memang lucu beginilah kalo kabinet cuma buat bagi kabinet balas budi hadeuhhh,negatif,16
 kabinet baru tapi tetap boros ngasih makan gratis nggak akan bikin negara ini maju,negatif,22
abis liat tenda akmil kabinet merah putih sekelas glamping lemgkap bgt tp gw setuju sii semoga ada agenda guling gulingan sama push up di lapangan yeee,negatif,26
 akibat kabinet tak sehat,negatif,5
 kabinet baru tapi kebijakan lama boros dan nggak mendidik mau jadi negara apa kita,negatif,19
bangun jam segini ngakak sendiri gara inget barusan mimpi apa masa aku ngimpi masuk kabinet merah putih kementrian pargoi indonesia ini beneran allah ngasih aku mimpi kaya gini seumur aku blm pernah pargoi lho nggak pernah joget tiktok jg bisanya dilantik dlm mimpi ,negatif,43
 btw benci ke pemerintahan bukan brrti semuanya dibenci bro diliat dulu lah bru komentar blm juga kerja seminggu udah dikomplain semuanya liat nnti aja efisien atau ga nya nih kabinet jan langsung disimpulin,netral,36
 jd keluarga kabinet skrng subsidiin gw makan siang anniv ya,negatif,13
menanti langkah penyelamatan manufaktur kabinet prabowo ,netral,8
 ada mekanisme nya lah itu harus dibahas dirapat kabinet krn terkait dgn instansi lain lamgkah mendik ini bagus krn gerak cepat menolong guru honorer yg sedang dipermasalahkan,positif,29
 siap mengkudeta kabinet owo dan fufufafa siap membakar ikn ,negatif,11
 rapat kabinet aja belum digelar saking gk pahamnya dia kira bakalan nabrak apalagi ke depannya,negatif,16
 yandri sudah mengakui kesalahannya dan berjanji tidak mengulangi lagi di kabinet presiden sebelumnya belum ada menteri yg mengakui kesalahannya atau kekeliruan nya karena apa dia mengakui salah karena pak tidak mentolerir sebuah kesalahan akibat kebodohan ,positif,37
 kabinet obesitas semua penyakit kumpul di sini tunggu anfal nya saja,negatif,12
 jumlah anggota kabinetnya di grafik ini udah menunjukkan bahwa kabinet prabowo udah melampaui kabinet menterinya soekarno ,negatif,19
 liat dulu aja kedepannya kan itu lagi ngomongin kemaren kemaren semoga bisa berubah lebih baik dari kabinet skrng tidak ada lgi lambat birokrasi,netral,25
 orang pertama yg mengotori kabinet merah putih ,negatif,8
 haha kau try suruh papanon berdailog ngn mufti ruu ni dh go through kabinet kira papanon pun dah setuju dengn ruu untuk dibentang tengok siapa yg penakut,negatif,39
kemaren pas nyusun kabinet bacain mentri baru merah putih sempet kebawa suasana banyak yg pensiun dll ampe nangis melow sendiri eh taunya cuma ganti jabatan anjirr pak bass kepala otorita luhut ketua eknas sialan ngapain gue sedih kemaren balikin air mata gue,negatif,42
 baru kali ini liat ruang rapat kabinet seluas ini,negatif,10
presiden prabowo tekankan kerja sama tim dan efisiensi dalam sidang kabinet paripurna perdana ,negatif,14
instruksi presiden prabowo untuk tni polri kejagung di sidang kabinet ,negatif,11
prabowo gelar sidang kabinet wapres cek makan bergizi pembekalan akmil magelang top news ,positif,13
 kmren di kabinet ngapain aja takut sama mulyono ,negatif,11
 sy dah posting msalh inidari isu kabinet berikut nama jd topik media gada respon positif dari pasar mungkin pasar senin iya boomerang ,negatif,23
 indonesia di bawah kendali israel dibrezim jkw maja tak heran imam istiqlal umar dan abu janda permadi adalah titipan loby yahudi lewat jkw agar diveri jabatan di kabinet prabowo,negatif,30
 kabinet merah putih langsung tancap gas buat wujudkan janji kampanye prabowogibran,positif,20
 kabinet merah putih udah siap wujudkan program hari kerja,positif,15
 jika permintaan nya diluluskan tuan presiden kementerian lain juga melakukan hal yang sama maka habislah apbn untuk kabinet super gemoy dan indonesia good bye,negatif,26
kasihan banget mepet mepet ke prabowo namun kadernya gak ada yg masuk kabinet prabowo pantesan koq gak ada suaranya ,negatif,23
 arahan di rapat efisiensi anggaran kenyataannya di bentuk kabnet gemuk banyak wamen staf khusus utusan presiden staf ahli alokasi anggaran membengkan pasti yg banyak belanja pegawai anggaran program untuk rakyat kurang ,negatif,34
apakah pakar yg di negeri ini terutama yg ada di juga serta tidak berpikir untuk membuat nomenklaturnya yg pasti kabinet ini akan tidak efektifampefisien ,negatif,28
blakblakan jadi begini isi kabinet merah putih via ,negatif,11
 kabinet aja orang efisiensi mana atuh ,negatif,9
 jadi setiap bulan akan ada orang kaya baru yg diangkat dikasih limit bulan harus kaya setelah itu gantian dengan yg lain pantesan kabinet banyak dan yg diangkat sesukanya apakah ini kabinet bagi kekayaan maksudnya,negatif,37
menyoroti hasil rapat paripurna kabinet merah putih pertama yang membahas generasi emas pada sore ini talk pengamat politik dan kebijakan publik universitas andalas sumbar prof dr asrinaldi streaming ,netral,33
cool darimananya sih untuk semua orangorang yang dipasang di kabinet ini lebih baik jangan kagum terlalu dini,negatif,17
 kabinet baru udah siap jalankan programprogram yang dijanjikan,positif,18
 acara kebudayaan aja itu kakk guanlin jdi representative sutradara termuda katanyaaaa tp vibesnya kyk kabinet merah putih bgt wkwkwkkw,negatif,20
 akmil magelang jadi tempat penyamaan visi misi kabinet baru biar program lancar,positif,17
saifuddin nasution sewaktu berada dalam kabinet dr mahathir sebagai menteri kpdhep buat kerja sungguhsungguh dia boleh je manage isu harga barang beras tak hilang tang kabinet anwar ibrahim kelaut sama jawatan pm lain kalau ketua hauk hauk la orang bawahan nya,netral,42
 kabinet merah putih udah siap buat jalanin program hari kerja yang solid,positif,21
 lucu banged tweet ini hahahhahah pak isi kabinet kaya nyari tmn eluh aja dah masuk kagak ada org lg hahahhahha,negatif,22
prabowo soal kabinet merah putih di sidang perdana jumlah ini saya sadari tergolong besar ,netral,15
dipimpin prabowo ini suasana sidang perdana kabinet merah putih di istana ,netral,12
 kenapa km anti militer coba jawab liat background presiden saat ini ini gaya kepemimpinan terserah presiden lah bagaimana cara mereka menggembleng pasukan kabinet nya feel on field mereka di brainstorm untuk bertindak secara luhur apa yg mereka lakukan harus untuk negara,negatif,44
 kabinet merah putih siap gaspol wujudkan janji kampanye rakyat siap lihat perubahan nyata,positif,18
padahal di rapat kabinet beliau bilang hindari kegiatan yang sifatnya seremonial ,negatif,11
yandri dikritik pedas rocky gerung seluruh menteri kabinet merah putih diperingatkan mayor teddy ,positif,14
demi memenuhi hawa nafsu mulyono rupiahpun dibiarkan ambruk kabinet ga pakai otak,negatif,12
 kabinet liar,negatif,4
sekarang kita bisa tahu apa yg disampaikan presiden dalam rapat kabinet terima kasih dan sukses selalu,positif,16
nilai tukar rupiah anjlok usai pelantikan menteri prabowo analis sebut karena kabinet gemuk ,negatif,15
 anjir lengah dikit tiba jd mentri kabinet merah putih,negatif,10
kabinet gemuk dikhawatirkan hambat koordinasi antarkementerian ,negatif,7
prabowo pimpin sidang perdana kabinet merah putih ,netral,9
 sidang kabinet perdana aja baru tadi udah nge gas duluan,negatif,11
 menteri koperasi budi arie setiadi menyampaikan bahwa sekretaris kabinet seskab mayor teddy indra wijaya telah mengingatkan seluruh menteri di kabinet merah putih untuk lebih berhatihati dalam penggunaan kop surat kementerian dan tanda tangan menteri,netral,35
 kabinet kerja kerja kerja pt ,netral,6
menyoal zaken kabinet dengan wibawa presiden demisoner ,negatif,9
prabowo ke kabinet merah putih seremonial sarasehan hingga ke luar negeri mohon dikurangi ,positif,14
full arahan presiden prabowo di sidang perdana kabinet merah putih ke menterikepala badan ,positif,15
rapat kabinet perdana ada bahas ikngk sih,negatif,7
 hari blunder kabinet merah putih lesgoooooo ,negatif,9
 curiga ptha masuk kabinet,negatif,5
kelakar betul sebab dr sam yg aku rasa one of a potential leader takde dalam kabinet bayangan gelap pn,netral,19
kl aku dukung apa aku bakal masuk kabinet p prabowo ,negatif,11
prabowo presiden perintahkan para menteri kabinet merah putih susun tim kerja yang baik ,positif,14
anindya bakrie nilai kabinet merah putih cerminkan keberlanjutan ,positif,9
 para menteri baru dilantik sdh pada oper emting minta tambahan anggaran menyalahgunakan wewenang rame amat kabinet merah putih ini pada lucu lucu ,negatif,26
 siap kawal terus kabinet merah putih,netral,7
 kalau kedepannya ada reshuffle kabinet harusnya menteri baru harus mengikuti pembinaan di tidar juga bagus ini untuk menanamkan semangat bela negara,positif,22
 budaya kita korup dunia tahu itu dan sebagian besar mentri kabinet gemoy tersandera kasus korupsi,negatif,16
 seharusnya kementerian hukum amp ham tetap jadi kementerian dan sudah benar imigrasi yang dipisahkan kabinet ini benar kabinet pemborosan anggaran untuk hal yang gak manfaat hanya untuk bagi jatah kekuasaan,negatif,32
 ada gebrakan apa nih kira kira di kabinet pak prabowo,netral,11
selamat bekerja kabinet merah putih jangan kecewakan kami atas kepercayaan ini semoga sila ke lima juga bisa ditegakkan kembali ,netral,20
 yang mengendali kabinet merah putih bukan saya om si jokowi dan luhut,negatif,13
hebatsayangnya nnt pak terjebak mengurusi bgt banyak pembantu nya di kabinetsementara fufufafa mulai tancapkan pencitraan skenario nya sgt rapi pengerahan buzzerp baru di semua medsos yg propagandakan ffff ht pak prbw emosi fisik nya mmg distimulasi utk drop,negatif,40
semoga saja tidak yh kita doakan kabinet baru ini,netral,9
thread rekap blunder kabinet ongoing untill okt yusril ihza blg gaada pelanggaran ham okt kop surat kemendes okt mentri ham minta t,negatif,23
kalo aku masuk kabinet indonesia kira kira cocoknya dimana ya,netral,10
 thanks supportnya laut nanti jadi sekretaris kabinet ya,negatif,9
 gaskeun kabinet merah putih,positif,5
 lebih ribet kabinet belio,negatif,5
 instansi strategi yang dipimpin orangnya jokowi masih dipakai harusnya ganti biar fress kabinet yg baru g orang gagal yg menimbulkan kegaduhan masih dipakai jadi menteri kalau bilang indonesia ini besar yang pasti generasi yang potensial juga besar di indonesia ini,negatif,41
kabinet pak gemoy katanya obesitas ,negatif,5
prabowo larang ada proyek mercusuar di kabinet merah putih ,negatif,14
 nice kabinet merah putih,positif,5
ini kabinet siapaa sih jadwalnya jelek bgt lebih jelek dari tahun lalu ,negatif,12
 indonesia menghadapi hal hal yang berat semoga dengan adanya kabinet ini semua bisa berjalan dengan baik,negatif,17
rapat kabinet paripurna perdana sore tadi dipimpin langsung oleh presiden dan wapres arahan presiden begitu jelas persatuan adalah sumber keberhasilan suatu bangsa selain itu presiden juga menekankan pentingnya pengelolaan kekayaan alam untuk ,negatif,36
presiden ri prabowo subianto resmi melantik jajaran menteri kabinet merah putih di istana negara jakarta pada lalu dari menteri yang ,netral,23
 kalau didu masuk kabinet termasuk kategori yg mana apakah juru omon omon,negatif,13
 mantap pokoknya kabinet merah putih ini,positif,7
diawal masa kerja kehebohan anggota kabinet minta anggaran t satu lagi urusan pribadi pake kop surat dinashe he,negatif,20
jirlah mending kabinet lius bong ke manamana,negatif,7
 gua mau daftarin dia jd anggota kabinet wowo biarin,negatif,11
 anggota kabinet bukan tapi banyak omong,negatif,7
 apalagi tantangan ke depan semakin berat kerja kabinet harus maksimal,netral,11
mantan menteri sekretaris kabinet itu setidaknya terdapat tiga hal yang diutamakan olehnya untuk warga jakarta ,netral,16
di kabinet pks mana ya,negatif,5
sore ini rabu saya mengikuti sidang kabinet paripurna yang dipimpin presiden ri prabowo subianto dan wapres ri gibran rakabuming raka di istana negara jakarta ,netral,26
besok kabinet merah putih bikin gebrakan apa lagi ya,negatif,9
video ahy jadi nostalgia saat pembekalan kabinet di akmil magelang ,netral,12
 kabinet penuh kkn,negatif,4
 ya ya ya betul yang tinggal persen lagi biar bapak gibran yang selesai gak usah gadoh ada di kabinet sekarang,negatif,25
 saya koq yakin om wowo lupa nama menteri dan jabatannya kecuali baca saking tambunnya kabinet yuk korupsi lagi ,negatif,19
 kan sudah di info dasco punya peran penting dalam penyusunan kabinet buncit termasuk hasim ,negatif,15
 kok bs,negatif,3
cak imin sebut tak ada pembahasan ikn di rapat perdana kabinet prabowo enggak dilanjutkan ,positif,15
kabinet saling sandra kayak gini biasanya gak bertahan lama ya gak sih ,negatif,13
ikut rapat kabinet perdana kel hahaha oke mau se hectic apapun itu harus tetep jaga kondisi yes btw cantiqnya kebangetan sampe bikin si ga mampu berkatakata ,netral,29
