Tweet,Sentimen,Tweet Length,Tokens,Label_Encoded
 para manusia najis ini maunya apa y woi kampret prabowo itu sudah x nyapres selalu gagal baru kali ini beliau berhasil dan itu karena dukungan jokowi kemarin kalau jokowi dukung ganjar selesai sdah impian prabowo wajar kalau kabinet prabowo masih diisi beberapa wajah lama,-1,45,"['manusia', 'najis', 'mau', 'y', 'woi', 'kampret', 'prabowo', 'x', 'nyapres', 'gagal', 'kali', 'beliau', 'hasil', 'dukung', 'jokowi', 'kemarin', 'jokowi', 'dukung', 'ganjar', 'selesai', 'sdah', 'impi', 'prabowo', 'wajar', 'kabinet', 'prabowo', 'isi', 'wajah']",0
 sesekali pak wakilnya yg pimpin rapat kabinet berikan arahan ke menterinya,-1,14,"['wakil', 'pimpin', 'rapat', 'kabinet', 'arah', 'menteri']",0
 ada tanda menuju perbaikan arah bangsa ampnegara indonesia di hari pertama rapat kabinet merah putih yg suka blusukanampkunjungan proyek yg tak bermanfaat kecuali unt pencitraanamppemborosan uang negara harap segera berhenti ikuti arahan pimpinanmu toh kamu tak faham apapunfufufafa,-1,39,"['tanda', 'baik', 'arah', 'bangsa', 'ampnegara', 'indonesia', 'rapat', 'kabinet', 'merah', 'putih', 'suka', 'blusukanampkunjungan', 'proyek', 'manfaat', 'kecuali', 'unt', 'pencitraanamppemborosan', 'uang', 'negara', 'harap', 'henti', 'ikut', 'arah', 'pimpin', 'faham', 'apapunfufufafa']",0
 ayoo buat petisi batalkan nuruddin jd menteri agama karna nuruddin pembela zionis israel amp sekutu nya dia akn jd duri dalam daging ini sangat gentingdesak presiden untuk melakukan resuffel kabinet segera ,-1,35,"['ayoo', 'petisi', 'batal', 'nuruddin', 'menteri', 'agama', 'karna', 'nuruddin', 'bela', 'zionis', 'israel', 'amp', 'sekutu', 'nya', 'akn', 'duri', 'daging', 'gentingdesak', 'presiden', 'resuffel', 'kabinet']",0
 presiden menghormat pada menterinya lbp saat sidang kabinet pertama semakin kacau,-1,12,"['presiden', 'hormat', 'menteri', 'lbp', 'sidang', 'kabinet', 'kacau']",0
kabinet saling mangsa wkwkwk baguslah,-1,5,"['kabinet', 'mangsa', 'wkwkwk', 'bagus']",0
hah emang beneran dia jadi mentri perasaan ga ada di list kabinet merah putih deh,-1,15,"['hah', 'emang', 'beneran', 'tri', 'asa', 'list', 'kabinet', 'merah', 'putih']",0
 dah di bilang ini kabinet balas budi ya gini jadinya ,-1,12,"['bilang', 'kabinet', 'balas']",0
maaf yg dapat kerjaan utk kali ini yg pandai jilat yg bau partai dan keluarga anggaran habis buat gaji mereka yg lain minggirnunggu makan gratis saja kalo ada sisa dr anak sekolah kabinet zaken taek,-1,35,"['maaf', 'kerja', 'kali', 'pandai', 'jilat', 'bau', 'partai', 'keluarga', 'anggar', 'habis', 'gaji', 'minggirnunggu', 'makan', 'gratis', 'kalo', 'sisa', 'anak', 'sekolah', 'kabinet', 'zaken', 'taek']",0
aksi awal kabinet indonesia gemoy gtbahlil men esdm raih s scr kontroversial gtpigai men ham minta anggaran naik dr miliar jd t gtyusril menko hukum katakan tragedi bukan pelanggaran ham berat gtyandri men desa buat surat dgn kop kementrian utk urusan pribadi ,-1,46,"['aksi', 'kabinet', 'indonesia', 'gemoy', 'gtbahlil', 'men', 'esdm', 'raih', 's', 'scr', 'kontroversial', 'gtpigai', 'men', 'ham', 'anggar', 'miliar', 't', 'gtyusril', 'menko', 'hukum', 'tragedi', 'langgar', 'ham', 'berat', 'gtyandri', 'men', 'desa', 'surat', 'kop', 'tri', 'urus', 'pribadi']",0
khawatirku prabowo ntar kecapekan krn terlalu kenceng pidato menggebu gebu akhirnya lupa realisasinya lihat komposisi dan auranya kabinet ini kabinet rungkad,-1,22,"['khawatir', 'prabowo', 'ntar', 'cape', 'kenceng', 'pidato', 'gebu', 'gebu', 'lupa', 'realisasi', 'lihat', 'komposisi', 'aura', 'kabinet', 'kabinet', 'rungkad']",0
 ini bkn soal dukung mendukung terhdp program tsb tetapi presiden punya alasan yg kuat utk membatalkan program mkn siang gratis dgn pertimbangan anggaran blum lgi dgn gemuknya kabinet hutang luar negeri dll tentu publik paham bhw pendidikan gratis jauh lbh baik,0,43,"['bkn', 'dukung', 'dukung', 'terhdp', 'program', 'tsb', 'presiden', 'alas', 'kuat', 'batal', 'program', 'mkn', 'siang', 'gratis', 'timbang', 'anggar', 'blum', 'lgi', 'gemuk', 'kabinet', 'hutang', 'negeri', 'publik', 'paham', 'bhw', 'didik', 'gratis', 'lbh']",1
 bagaimana agar hasil rapat paripurna kabinet merah putih pertama mampu direalisasikan secara maksimal sehingga indonesia emas terwujud streaming ,0,22,"['hasil', 'rapat', 'paripurna', 'kabinet', 'merah', 'putih', 'realisasi', 'maksimal', 'indonesia', 'emas', 'wujud', 'streaming']",1
 kabinet gonggong goblok dungu bego ini prabowo iniga ngerti hrs nya diseret semua era rezim abal ini kepengadilan bg yg bersalah secara hukum bukannya dibiar biarkan jd tak terkendali seperti ini ga bisa lu jd pemimpin buktinya zaman mertua lu aja elu diusir pangkatlu copot,-1,47,"['kabinet', 'gonggong', 'goblok', 'dungu', 'bego', 'prabowo', 'iniga', 'ngerti', 'hrs', 'nya', 'seret', 'era', 'rezim', 'abal', 'adil', 'bg', 'salah', 'hukum', 'biar', 'biar', 'kendali', 'pimpin', 'bukti', 'zaman', 'mertua', 'elu', 'usir', 'pangkatlu', 'copot']",0
presiden prabowo diapresiasi sebagai negarawan sejati karena libatkan generasi muda di kabinet sebut komandan tkn indonesia insider ,1,19,"['presiden', 'prabowo', 'apresiasi', 'negarawan', 'sejati', 'libat', 'generasi', 'muda', 'kabinet', 'komandan', 'tkn', 'indonesia', 'insider']",2
kapasitasnya apa jabatannya diatas menteri sekretaris kabinet diatas menteri diantara presiden lalu ada penasehat presiden diantara menteri banyak jabatan jeda antara presiden dengan menteri jadi banyak anggaran gaji yg dibagi dan fungsi struktural yg tidak jelas,-1,40,"['kapasitas', 'jabat', 'atas', 'menteri', 'sekretaris', 'kabinet', 'atas', 'menteri', 'presiden', 'nasehat', 'presiden', 'menteri', 'jabat', 'jeda', 'presiden', 'menteri', 'anggar', 'gaji', 'bagi', 'fungsi', 'struktural']",0
 kapasitasnya apa jabatannya diatas menteri sekretaris kabinet diatas menteri diantara presiden lalu ada penasehat presiden diantara menteri banyak jabatan jeda antara presiden dengan menteri jadi banyak anggaran gaji yg dibagi dan fungsi struktural yg tidak jelas,-1,41,"['kapasitas', 'jabat', 'atas', 'menteri', 'sekretaris', 'kabinet', 'atas', 'menteri', 'presiden', 'nasehat', 'presiden', 'menteri', 'jabat', 'jeda', 'presiden', 'menteri', 'anggar', 'gaji', 'bagi', 'fungsi', 'struktural']",0
momen prabowo minta izin ngopi di sidang kabinet paripurna perdana ,0,12,"['momen', 'prabowo', 'izin', 'ngopi', 'sidang', 'kabinet', 'paripurna', 'perdana']",1
sidang kabinet paripurna perdana telah secara resmi dibuka oleh presiden prabowo rabu oktober ,0,15,"['sidang', 'kabinet', 'paripurna', 'perdana', 'resmi', 'buka', 'presiden', 'prabowo', 'rabu', 'oktober']",1
 tegas ketawa aja deh menyusun kabinet itu hak preogatif presiden nyatanya kabinet mulyono jilid gemuk dan banyak wamen serta lembaga ataubkantot atau utusan atau apalah yg ujungujung utk balaa jasa pendukung jokowi yang begini mai tegas hahaha ,-1,40,"['ketawa', 'susun', 'kabinet', 'hak', 'preogatif', 'presiden', 'kabinet', 'mulyono', 'jilid', 'gemuk', 'wamen', 'lembaga', 'ataubkantot', 'utus', 'apa', 'ujungujung', 'balaa', 'jasa', 'dukung', 'jokowi', 'mai', 'hahaha']",0
 kan kabinet zaken pak mereka merasa paling ahli,-1,9,"['kabinet', 'zaken', 'ahli']",0
 ramerame disini menyambut presiden dan wapres baru beserta para menteri kabinet merah putih,-1,19,"['ramerame', 'sambut', 'presiden', 'wapres', 'serta', 'menteri', 'kabinet', 'merah', 'putih']",0
 tepatnya kabinet gerombolan,-1,4,"['tepat', 'kabinet', 'gerombol']",0
 apa yg lu harapin dari kabinet yg diisi lebih banyak pebisnis ys pasti aturan nya bakal ngenakin mereka lah,-1,21,"['harapin', 'kabinet', 'isi', 'bisnis', 'ys', 'atur', 'nya', 'ngenakin']",0
kabinet gemuk tanda presiden ga bisa kerja,-1,7,"['kabinet', 'gemuk', 'tanda', 'presiden', 'kerja']",0
presiden prabowo saja tdk mempermasalah kan malah terkesan merasa terbantu dan terserah yg mau bilg apa yg penting presiden happy saja bahkan dlm sidang kabinet akrab saja dgn gibran,-1,29,"['presiden', 'prabowo', 'masa', 'kes', 'bantu', 'serah', 'bilg', 'presiden', 'happy', 'sidang', 'kabinet', 'akrab', 'gibran']",0
 harapan smg orang baik yg peduli kondisi indonesia yg sdh rusak demokrasikonstitusinya th terakhir ini jangan gabung di kabinet merah putih krn presidennya hasil pilpres yg berlangsung tdk normal orang baik bersama orang baik ,-1,38,"['harap', 'smg', 'orang', 'peduli', 'kondisi', 'indonesia', 'rusak', 'demokrasikonstitusinya', 'th', 'gabung', 'kabinet', 'merah', 'putih', 'presiden', 'hasil', 'pilpres', 'normal', 'orang', 'orang']",0
 belom seminggu mentri udah pelanggaran x kabinet cap opo toh paakpak,-1,13,"['bom', 'minggu', 'tri', 'udah', 'langgar', 'x', 'kabinet', 'cap', 'opo', 'paakpak']",0
there must be some kind of research about why society focusing on cheating sexuality and sexual topics more than real problems kabinet gemuk yg baru berapa hari aja blundernya udah bisa dilist sehalaman ppn naik tambang pasir dll tapi kenapa topik kita masih selangkangan,-1,44,"['there', 'must', 'be', 'some', 'kind', 'of', 'research', 'about', 'why', 'society', 'focusing', 'on', 'cheating', 'sexuality', 'and', 'sexual', 'topics', 'more', 'than', 'real', 'problems', 'kabinet', 'gemuk', 'blundernya', 'udah', 'dilist', 'halaman', 'ppn', 'tambang', 'pasir', 'topik', 'selangkang']",0
 era digital kenapa kabinet jadi gemoy ,-1,8,"['era', 'digital', 'kabinet', 'gemoy']",0
 gobloknya kok kompak kabinet terus kalau bikin umkm ternyata ga di support yang bisnisnya jalan lancar ya tementemen hedonis lo doang,-1,23,"['goblok', 'kompak', 'kabinet', 'bikin', 'umkm', 'support', 'bisnis', 'jalan', 'lancar', 'tementemen', 'hedonis', 'lo', 'doang']",0
 awalnya sudah salah dengan kabinet gendut pasar merespon dengan pelemahan rupiah semoga cepat lepas dari cengkraman mulyono dan bersih dari penjilat ingat rakyat mengawasi dengan ketat,-1,28,"['salah', 'kabinet', 'gendut', 'pasar', 'merespon', 'lemah', 'rupiah', 'moga', 'cepat', 'lepas', 'cengkraman', 'mulyono', 'bersih', 'jilat', 'rakyat', 'awas', 'ketat']",0
 kalo gitu diganti orang sipil bisa menjabat danramil kenapa tidak bisa,-1,12,"['kalo', 'gitu', 'ganti', 'orang', 'sipil', 'jabat', 'danramil']",0
 semangat terus buat calon menteri kabinet prabowogibran semoga sukses dan bisa memberikan yang terbaik untuk negara kita,1,18,"['semangat', 'calon', 'menteri', 'kabinet', 'prabowogibran', 'moga', 'sukses', 'baik', 'negara']",2
lah itu bahlil gelar doktor bermasalah gak dicopot pak natalius pigai blom kerja keras udah tambah anggaran t bapak sbg presiden yg angkat harusnya yg pecat jgn bosen resuffle sampe bener clean and clear orang nya yg disebut profesionalkabinet zakken itu,-1,42,"['bahlil', 'gelar', 'doktor', 'masalah', 'gak', 'copot', 'natalius', 'pigai', 'blom', 'kerja', 'keras', 'udah', 'anggar', 't', 'presiden', 'angkat', 'pecat', 'jgn', 'bosen', 'resuffle', 'sampe', 'bener', 'clean', 'and', 'clear', 'orang', 'nya', 'profesionalkabinet', 'zakken']",0
 itu sdh benar sesuai namanya kabinet gemoykabinet obesitas,-1,9,"['sesuai', 'nama', 'kabinet', 'gemoykabinet', 'obesitas']",0
 woyyy mulyono belum selesai dgn dirinya belum safe biar anak udah ri kaesbong ketum parte mantu cagub klean masih beritain terus doi akan cawe pegang remote control dari oslo buat anak cucunya naruh orang nya di kabinet bentar juga ikutan kampanye pilkada,-1,45,"['woyyy', 'mulyono', 'selesai', 'safe', 'biar', 'anak', 'udah', 'kaesbong', 'tum', 'parte', 'mantu', 'cagub', 'klean', 'beritain', 'doi', 'cawe', 'pegang', 'remote', 'control', 'oslo', 'anak', 'cucu', 'naruh', 'orang', 'nya', 'kabinet', 'bentar', 'ikut', 'kampanye', 'pilkada']",0
 kalo ada jalur adu domba pak didu bu tifa pak refly pak gerung pak roysuryo pasti dah masuk kabinet ,-1,21,"['kalo', 'jalur', 'adu', 'domba', 'didu', 'bu', 'tifa', 'refly', 'gerung', 'roysuryo', 'masuk', 'kabinet']",0
 anda juru maki yg tidak dapat jatah kabinet dong,-1,10,"['juru', 'maki', 'jatah', 'kabinet']",0
 mana ne pak presiden prabowo masa orang gini di kabinet indonesia kuat ,-1,14,"['ne', 'presiden', 'prabowo', 'orang', 'kabinet', 'indonesia', 'kuat']",0
 manyalaahh tolong masukkan dalam kabinet kokom kocheng pupr untuk mengawasi infrastruktur soleh kocheng pajak jadikan bendahara nemenin ibu smi dan sebagai kocheng pariwisata ini aja kocheng aaiiuuaiauu ,-1,29,"['manyalaahh', 'tolong', 'masuk', 'kabinet', 'kokom', 'kocheng', 'pupr', 'awas', 'infrastruktur', 'soleh', 'kocheng', 'pajak', 'jadi', 'bendahara', 'nemenin', 'smi', 'kocheng', 'pariwisata', 'kocheng', 'aaiiuuaiauu']",0
cok buzzer penyng kabinet makin merajalela ,-1,6,"['cok', 'buzzer', 'penyng', 'kabinet', 'rajalela']",0
eh br hari kabinet baru pls stop lah gebrakannya,-1,10,"['eh', 'br', 'kabinet', 'pls', 'stop', 'gebrak']",0
karena untuk menampung semua orang yang berjasadalam sejarah indonesia inilah kabinet paling tergemuk dengan orangbaik yang menjadi menteri atau wamen atau staf khusus kementerian apa jadinya ya apbn tahun nanti ya ,-1,33,"['tampung', 'orang', 'berjasadalam', 'sejarah', 'indonesia', 'kabinet', 'gemuk', 'orangbaik', 'menteri', 'wamen', 'staf', 'khusus', 'menteri', 'apbn']",0
 bagus tanda menghargai penggantinya utk memberi uang keputusan ttg pengaturan pemindahan asn ke ikn sesuai perubahan nomenklatur dan jumlah kementerianlembaga kabinet meraha putih tapi pedoman dan tahapan proses pemindahan kan sdh tersusun lama yg jd pedoman,-1,37,"['bagus', 'tanda', 'harga', 'ganti', 'uang', 'putus', 'ttg', 'atur', 'pindah', 'asn', 'ikn', 'sesuai', 'ubah', 'nomenklatur', 'kementerianlembaga', 'kabinet', 'meraha', 'putih', 'pedoman', 'tahap', 'proses', 'pindah', 'susun', 'pedoman']",0
dapat info orang dalam bobby k mau bikin kabinet tandingan ,-1,11,"['info', 'orang', 'bobby', 'k', 'bikin', 'kabinet', 'tanding']",0
para menteri dan wakil menteri kabinet merah putih besutan presiden prabowo subianto akan menjalani pembekalan di akademi militer akmil magelang ja ,0,22,"['menteri', 'wakil', 'menteri', 'kabinet', 'merah', 'putih', 'besut', 'presiden', 'prabowo', 'subianto', 'jalan', 'bekal', 'akademi', 'militer', 'akmil', 'magelang', 'ja']",1
 itu kabinet periode ke ,-1,8,"['kabinet', 'periode']",0
presiden prabowo subianto angkat bicara terkait banyaknya menteri dalam kabinet yang ia pimpin sebagai catatan jumlah menteri di kabinet merah putih ,0,22,"['presiden', 'prabowo', 'subianto', 'angkat', 'bicara', 'kait', 'banyak', 'menteri', 'kabinet', 'pimpin', 'catat', 'menteri', 'kabinet', 'merah', 'putih']",1
kabinet rongsokkan berisi orang ex jokowi yang bobrok penipu penjilat pengkhianat dan korup gantung mati anjing peking ,-1,20,"['kabinet', 'rongsok', 'isi', 'orang', 'ex', 'jokowi', 'bobrok', 'tipu', 'jilat', 'khianat', 'korup', 'gantung', 'mati', 'anjing', 'peking']",0
 bagaimana agar hasil rapat paripurna kabinet merah putih pertama mampu direalisasikan secara maksimal sehingga indonesia emas terwujud streaming ,0,23,"['hasil', 'rapat', 'paripurna', 'kabinet', 'merah', 'putih', 'realisasi', 'maksimal', 'indonesia', 'emas', 'wujud', 'streaming']",1
 semoga bu secepatnya masuk kabinet pak ,-1,9,"['moga', 'bu', 'cepat', 'masuk', 'kabinet']",0
saya pikir episode luhut tak ada lagi di rezim prabowo ternyata lanjut jg kalau luhut yg ketua den sdh ikut rapat kabinet itu tanda bakal byk lg jabatan yg akan dia pegang spt rezim jkw kmrn gmn ges ,-1,40,"['pikir', 'episode', 'luhut', 'rezim', 'prabowo', 'luhut', 'ketua', 'den', 'rapat', 'kabinet', 'tanda', 'byk', 'lg', 'jabat', 'pegang', 'rezim', 'kmrn', 'gmn', 'ges']",0
 kabinet buang buang duit awas aja kalo ga ada hasilnya rakyat berhak donk protes apa lagi pemilih mereka kalo punya otak sih ya harusnya lebih marah karena udah milih mereka tapi kok hasilnya tidak menguntungkan pemilih,-1,37,"['kabinet', 'buang', 'buang', 'duit', 'awas', 'kalo', 'hasil', 'rakyat', 'hak', 'donk', 'protes', 'pilih', 'kalo', 'otak', 'marah', 'udah', 'milih', 'hasil', 'untung', 'pilih']",0
 pelantikan kabinet,0,4,"['lantik', 'kabinet']",1
 nahhhh kabinet yg bisa dipercaya ini,1,7,"['nahhhh', 'kabinet', 'percaya']",2
sy sepakat dg pidato disidang perdana kabinet merah putih ini semoga kebobrokan bangsa ini segera pulih setelah th di acakacak amp yg paling penting ekonomi segera pulih agar keberlangsungan hidup rakyat teratasi amp sengkuni di tindak ,-1,40,"['sy', 'sepakat', 'pidato', 'sidang', 'perdana', 'kabinet', 'merah', 'putih', 'moga', 'bobrok', 'bangsa', 'pulih', 'th', 'acakacak', 'amp', 'ekonomi', 'pulih', 'langsung', 'hidup', 'rakyat', 'atas', 'amp', 'sengkuni', 'tindak']",0
rapat kabinet presiden dan mentri yg diadakan di magelang tgl tdk menginap di hotel tapi tidur di barak tentara yg mendengar pasti bilang kasian ya suruh tidur di barak tapi begitu melihat dalamnya siapa yg nggak kepingin tidur di barak tentara seperti ini ,-1,45,"['rapat', 'kabinet', 'presiden', 'tri', 'ada', 'magelang', 'tgl', 'inap', 'hotel', 'tidur', 'barak', 'tentara', 'dengar', 'bilang', 'kasi', 'suruh', 'tidur', 'barak', 'dalam', 'kepingin', 'tidur', 'barak', 'tentara']",0
ini negara gak sampai apa yg di bilang bahwa negara ini akan bubar alsanya kenapa kita flasback ke belakang jaman mul korupsi merajai t bts dll warisan hutang sampai t berat sekali liat kabinet gemuk anggaran bnyak menterinya gak kompeten,-1,47,"['negara', 'gak', 'bilang', 'negara', 'bubar', 'alsanya', 'flasback', 'jaman', 'mul', 'korupsi', 'raja', 't', 'bts', 'waris', 'hutang', 't', 'berat', 'kabinet', 'gemuk', 'anggar', 'bnyak', 'menteri', 'gak', 'kompeten']",0
ini susunan kabinet banyak banget gilaaaa mejanyaaa banyak banget peluang untuk korupsi menyedihkan sekali untuk rakyat,-1,16,"['susun', 'kabinet', 'banget', 'gilaaaa', 'mejanyaaa', 'banget', 'peluang', 'korupsi', 'sedih', 'rakyat']",0
merengkuh masa depan bandung utama t pangandaran polisi kabinet merah putih knox vault luhut baru menyambung juang ,1,23,"['rengkuh', 'bandung', 'utama', 't', 'pangandaran', 'polisi', 'kabinet', 'merah', 'putih', 'knox', 'vault', 'luhut', 'sambung', 'juang']",2
kritik rocky gerung awal buruk kabinet prabowo gibran dapat surat rahasia dari siswa sd ,-1,16,"['kritik', 'rocky', 'gerung', 'buruk', 'kabinet', 'prabowo', 'gibran', 'surat', 'rahasia', 'siswa', 'sd']",0
 yakin dgn kabinet gemoy gemoy,-1,7,"['kabinet', 'gemoy', 'gemoy']",0
zaken kabinet baru hari kerja udah blunder aja,-1,9,"['zaken', 'kabinet', 'kerja', 'udah', 'blunder']",0
 klo gibran diberi tugas utk memimpin pelaksanaan program makan bergizi gratis gue yakin program akan berantakan kan selama ini dia ngak bisa apa gubran hadir sidang pertama kabinet merah putih nampak kagok duduk di kursi wapres tak nambah wibawa nya ,-1,42,"['gibran', 'tugas', 'pimpin', 'laksana', 'program', 'makan', 'gizi', 'gratis', 'program', 'beranta', 'ngak', 'gubran', 'hadir', 'sidang', 'kabinet', 'merah', 'putih', 'nampak', 'kagok', 'duduk', 'kursi', 'wapres', 'nambah', 'wibawa', 'nya']",0
 saya kok membayangkan perasaan dalam hati pak prabowo ini nih kondisi mimpin sidang kabinet yg gw idam idamkan puluhan tahun yg lalu,-1,23,"['bayang', 'asa', 'hati', 'prabowo', 'kondisi', 'mimpin', 'sidang', 'kabinet', 'idam', 'idam', 'puluh']",0
prabowo gelar sidang kabinet perdana utamakan kepentingan bangsa dan negara ,0,11,"['prabowo', 'gelar', 'sidang', 'kabinet', 'perdana', 'utama', 'penting', 'bangsa', 'negara']",1
 bahas gmn harinya todayy klo mau yg agak berat yaa bahas kabinet prabowo,-1,14,"['bahas', 'gmn', 'hari', 'todayy', 'berat', 'yaa', 'bahas', 'kabinet', 'prabowo']",0
tiap baca berita ttg statement nya kabinet baru tuh bikin marah n geregetan bgt kaya bs ga si nalar dikit kalo mau ngomong,-1,22,"['baca', 'berita', 'ttg', 'statement', 'nya', 'kabinet', 'bikin', 'marah', 'gereget', 'kaya', 'nalar', 'dikit', 'kalo', 'ngomong']",0
mengingat isi rapat kabinet pertama anda kemarin harusnya mentri yandri dipecat baru dilantik saja sudah menyalah gunakan jabatan bagaimana kedepannya ,-1,23,"['isi', 'rapat', 'kabinet', 'kemarin', 'tri', 'yandri', 'pecat', 'lantik', 'salah', 'jabat', 'depan']",0
kabinet merah putih akan bekerja maksimal mengejar target kinerja hari pertama semua menteri dipaksa untuk bekerja keras menunjukkan kinerja terbaiknya persaingannya adalah dengan diri mereka masing masing untuk pembuktian kompetensi yg sesuai tugas yang diemban,-1,36,"['kabinet', 'merah', 'putih', 'maksimal', 'kejar', 'target', 'kerja', 'menteri', 'paksa', 'keras', 'kerja', 'baik', 'saing', 'bukti', 'kompetensi', 'sesuai', 'tugas', 'emban']",0
