Tweet,Sentimen,Tweet Length,Tokens
melht siprabowo tersandera olh jokowi naga dlm menyusun kabinet bs dipstkn rejim siprabowo lbh zlm lg dr rejim jokowi krn si prabowo jd ri diduga melalui kemngn palsu hsl rkys jkw itu jd snjt sijokowi menyndra siprabowo siprabowo bkl jd boneka br utk kepentgn cina,negatif,47,"['melht', 'siprabowo', 'tersandera', 'olh', 'jokowi', 'naga', 'dlm', 'menyusun', 'kabinet', 'bs', 'dipstkn', 'rejim', 'siprabowo', 'lbh', 'zlm', 'lg', 'dr', 'rejim', 'jokowi', 'krn', 'si', 'prabowo', 'jd', 'ri', 'diduga', 'melalui', 'kemngn', 'palsu', 'hsl', 'rkys', 'jkw', 'itu', 'jd', 'snjt', 'sijokowi', 'menyndra', 'siprabowo', 'siprabowo', 'bkl', 'jd', 'boneka', 'br', 'utk', 'kepentgn', 'cina']"
 cukup lengkap pengantar pembuka rapat kabinet perdana oleh presidenhanya dlm video ini tidak ada sama sekali menyinggung tentang ikn dan bagaimana rencana kedepannya dan siapa menteri penanggung jawab percepatan penyelesaian ikn apakah langsung ditangani wapres ,negatif,38,"['cukup', 'lengkap', 'pengantar', 'pembuka', 'rapat', 'kabinet', 'perdana', 'oleh', 'presidenhanya', 'dlm', 'video', 'ini', 'tidak', 'ada', 'sama', 'sekali', 'menyinggung', 'tentang', 'ikn', 'dan', 'bagaimana', 'rencana', 'kedepannya', 'dan', 'siapa', 'menteri', 'penanggung', 'jawab', 'percepatan', 'penyelesaian', 'ikn', 'apakah', 'langsung', 'ditangani', 'wapres']"
 kalo cuman tegas di ucapan tapi tidak dengan tindakan itu namanya omonomon tuh wapres blm rapat kabinet pertama dah pencitraan,negatif,21,"['kalo', 'cuman', 'tegas', 'di', 'ucapan', 'tapi', 'tidak', 'dengan', 'tindakan', 'itu', 'namanya', 'omonomon', 'tuh', 'wapres', 'blm', 'rapat', 'kabinet', 'pertama', 'dah', 'pencitraan']"
mau kedatangan tim kabinet gemoy vibes magelang dah terasa beda ,negatif,10,"['mau', 'kedatangan', 'tim', 'kabinet', 'gemoy', 'vibes', 'magelang', 'dah', 'terasa', 'beda']"
 buat kabinet bayangan nak mintak duit macam la tak ada gaji jadi mp selama ni diminta bajet alternatif jadi mcm si badrul la pulak ,negatif,33,"['buat', 'kabinet', 'bayangan', 'nak', 'mintak', 'duit', 'macam', 'la', 'tak', 'ada', 'gaji', 'jadi', 'mp', 'selama', 'ni', 'diminta', 'bajet', 'alternatif', 'jadi', 'mcm', 'si', 'badrul', 'la', 'pulak']"
politik kompromistik presiden memainkan gestur bijak dgn mengakomodir semua kepentingan hak prerogatif sbg hak konstitusional akan dipakainya hari usia kabinet yg layak lanjut yg tak layak out misi tegas pak presiden di tunggu ,netral,36,"['politik', 'kompromistik', 'presiden', 'memainkan', 'gestur', 'bijak', 'dgn', 'mengakomodir', 'semua', 'kepentingan', 'hak', 'prerogatif', 'sbg', 'hak', 'konstitusional', 'akan', 'dipakainya', 'hari', 'usia', 'kabinet', 'yg', 'layak', 'lanjut', 'yg', 'tak', 'layak', 'out', 'misi', 'tegas', 'pak', 'presiden', 'di', 'tunggu']"
 apa yang bisa diharapkan dari kabinet macam ini,negatif,9,"['apa', 'yang', 'bisa', 'diharapkan', 'dari', 'kabinet', 'macam', 'ini']"
 kabinet dwikora ll di orba lebih banyak lagi personal,negatif,12,"['kabinet', 'dwikora', 'll', 'di', 'orba', 'lebih', 'banyak', 'lagi', 'personal']"
 satu kata pecat menteri aji mumpung ini wahai pak agar nyata kabinet anda hanya diisi oleh orang bersih dan berintegritas,negatif,22,"['satu', 'kata', 'pecat', 'menteri', 'aji', 'mumpung', 'ini', 'wahai', 'pak', 'agar', 'nyata', 'kabinet', 'anda', 'hanya', 'diisi', 'oleh', 'orang', 'bersih', 'dan', 'berintegritas']"
kabinet merah putih mungkinkah namanya kombinasi dari jiwa patriotisme serta jiwa kebegawanan dari darah orang begawan ekonom yang pernah dimiliki bangsa ini yaitu kakek serta bapak pak ,positif,29,"['kabinet', 'merah', 'putih', 'mungkinkah', 'namanya', 'kombinasi', 'dari', 'jiwa', 'patriotisme', 'serta', 'jiwa', 'kebegawanan', 'dari', 'darah', 'orang', 'begawan', 'ekonom', 'yang', 'pernah', 'dimiliki', 'bangsa', 'ini', 'yaitu', 'kakek', 'serta', 'bapak', 'pak']"
 birokrasi kita terkenal ribetnya dan kalo dgn kabinet yg rungkad ini bukannya malah tambah ribet,negatif,15,"['birokrasi', 'kita', 'terkenal', 'ribetnya', 'dan', 'kalo', 'dgn', 'kabinet', 'yg', 'rungkad', 'ini', 'bukannya', 'malah', 'tambah', 'ribet']"
 tempe lagi kepercayaan dan kabinet tergemuk orba dwikora ll menterinya personal hayo gimana tu,negatif,20,"['tempe', 'lagi', 'kepercayaan', 'dan', 'kabinet', 'tergemuk', 'orba', 'dwikora', 'll', 'menterinya', 'personal', 'hayo', 'gimana', 'tu']"
pesan tegas pak prabowo subianto presiden ri di sidang kabinet perdana didampingi mas fufufafa ape loe ,negatif,17,"['pesan', 'tegas', 'pak', 'prabowo', 'subianto', 'presiden', 'ri', 'di', 'sidang', 'kabinet', 'perdana', 'didampingi', 'mas', 'fufufafa', 'ape', 'loe']"
rabu oktober sidang paripurna perdana kabinet merah putih ,netral,10,"['rabu', 'oktober', 'sidang', 'paripurna', 'perdana', 'kabinet', 'merah', 'putih']"
 ulasan politisi dan budayawan senior pak eros djarot ttg kabinet prabowo ,netral,12,"['ulasan', 'politisi', 'dan', 'budayawan', 'senior', 'pak', 'eros', 'djarot', 'ttg', 'kabinet', 'prabowo']"
 mungkin ditahan untuk disampaikan ke masy umum pak cukup dibahas di rapat kabinet,netral,14,"['mungkin', 'ditahan', 'untuk', 'disampaikan', 'ke', 'masy', 'umum', 'pak', 'cukup', 'dibahas', 'di', 'rapat', 'kabinet']"
 kabinet gemuk plus menteri nya kebanyakan bukan hasil meritokrasi tapi bagi kursi udah gemuk gak sehat amat pulak jangankan lari jalan aja susah lah jadi kayak boss nya yak ,negatif,29,"['kabinet', 'gemuk', 'plus', 'menteri', 'nya', 'kebanyakan', 'bukan', 'hasil', 'meritokrasi', 'tapi', 'bagi', 'kursi', 'udah', 'gemuk', 'gak', 'sehat', 'amat', 'pulak', 'jangankan', 'lari', 'jalan', 'aja', 'susah', 'lah', 'jadi', 'kayak', 'boss', 'nya', 'yak']"
eh demiapasi wamen kabinet skrg begini yg bener ajeeeee,negatif,9,"['eh', 'demiapasi', 'wamen', 'kabinet', 'skrg', 'begini', 'yg', 'bener', 'ajeeeee']"
 yang pasti kabinet dan dewan semakin gendut diluar efektivitas dan kemampuan anggaran negara,negatif,14,"['yang', 'pasti', 'kabinet', 'dan', 'dewan', 'semakin', 'gendut', 'diluar', 'efektivitas', 'dan', 'kemampuan', 'anggaran', 'negara']"
 para manusia najis ini maunya apa y woi kampret prabowo itu sudah x nyapres selalu gagal baru kali ini beliau berhasil dan itu karena dukungan jokowi kemarin kalau jokowi dukung ganjar selesai sdah impian prabowo wajar kalau kabinet prabowo masih diisi beberapa wajah lama,negatif,46,"['para', 'manusia', 'najis', 'ini', 'maunya', 'apa', 'y', 'woi', 'kampret', 'prabowo', 'itu', 'sudah', 'x', 'nyapres', 'selalu', 'gagal', 'baru', 'kali', 'ini', 'beliau', 'berhasil', 'dan', 'itu', 'karena', 'dukungan', 'jokowi', 'kemarin', 'kalau', 'jokowi', 'dukung', 'ganjar', 'selesai', 'sdah', 'impian', 'prabowo', 'wajar', 'kalau', 'kabinet', 'prabowo', 'masih', 'diisi', 'beberapa', 'wajah', 'lama']"
 mosok sudah berjuang kali ikut pilpres gagal jual diri jadi menhan kabinet si joko udah mau di temanin sama si goban terus rela di bunuh gitu lalu masa akhir hidupya kayak apa mencret justru si goban bentar lagi ilang menteri ex joko di reshuffle,negatif,46,"['mosok', 'sudah', 'berjuang', 'kali', 'ikut', 'pilpres', 'gagal', 'jual', 'diri', 'jadi', 'menhan', 'kabinet', 'si', 'joko', 'udah', 'mau', 'di', 'temanin', 'sama', 'si', 'goban', 'terus', 'rela', 'di', 'bunuh', 'gitu', 'lalu', 'masa', 'akhir', 'hidupya', 'kayak', 'apa', 'mencret', 'justru', 'si', 'goban', 'bentar', 'lagi', 'ilang', 'menteri', 'ex', 'joko', 'di', 'reshuffle']"
 dengan adanya desentralisasi semestinya kabinet dan perangkat lain pusat tidak terlalu besar sebab daerah sudah punya otonomi,netral,18,"['dengan', 'adanya', 'desentralisasi', 'semestinya', 'kabinet', 'dan', 'perangkat', 'lain', 'pusat', 'tidak', 'terlalu', 'besar', 'sebab', 'daerah', 'sudah', 'punya', 'otonomi']"
 lagian tubuh kabinet kok segendut itu sih apa ga hambur uang gaji aja jumlah menteri lebih banyak dari team karnaval ,negatif,22,"['lagian', 'tubuh', 'kabinet', 'kok', 'segendut', 'itu', 'sih', 'apa', 'ga', 'hambur', 'uang', 'gaji', 'aja', 'jumlah', 'menteri', 'lebih', 'banyak', 'dari', 'team', 'karnaval']"
 para manusia najis ini maunya apa y woi kampret prabowo itu sudah x nyapres selalu gagal baru kali ini beliau berhasil dan itu karena dukungan jokowi kemarin kalau jokowi dukung ganjar selesai sdah impian prabowo wajar kalau kabinet prabowo masih diisi beberapa wajah lama,negatif,45,"['para', 'manusia', 'najis', 'ini', 'maunya', 'apa', 'y', 'woi', 'kampret', 'prabowo', 'itu', 'sudah', 'x', 'nyapres', 'selalu', 'gagal', 'baru', 'kali', 'ini', 'beliau', 'berhasil', 'dan', 'itu', 'karena', 'dukungan', 'jokowi', 'kemarin', 'kalau', 'jokowi', 'dukung', 'ganjar', 'selesai', 'sdah', 'impian', 'prabowo', 'wajar', 'kalau', 'kabinet', 'prabowo', 'masih', 'diisi', 'beberapa', 'wajah', 'lama']"
 sesekali pak wakilnya yg pimpin rapat kabinet berikan arahan ke menterinya,negatif,14,"['sesekali', 'pak', 'wakilnya', 'yg', 'pimpin', 'rapat', 'kabinet', 'berikan', 'arahan', 'ke', 'menterinya']"
 ada tanda menuju perbaikan arah bangsa ampnegara indonesia di hari pertama rapat kabinet merah putih yg suka blusukanampkunjungan proyek yg tak bermanfaat kecuali unt pencitraanamppemborosan uang negara harap segera berhenti ikuti arahan pimpinanmu toh kamu tak faham apapunfufufafa,negatif,39,"['ada', 'tanda', 'menuju', 'perbaikan', 'arah', 'bangsa', 'ampnegara', 'indonesia', 'di', 'hari', 'pertama', 'rapat', 'kabinet', 'merah', 'putih', 'yg', 'suka', 'blusukanampkunjungan', 'proyek', 'yg', 'tak', 'bermanfaat', 'kecuali', 'unt', 'pencitraanamppemborosan', 'uang', 'negara', 'harap', 'segera', 'berhenti', 'ikuti', 'arahan', 'pimpinanmu', 'toh', 'kamu', 'tak', 'faham', 'apapunfufufafa']"
 ayoo buat petisi batalkan nuruddin jd menteri agama karna nuruddin pembela zionis israel amp sekutu nya dia akn jd duri dalam daging ini sangat gentingdesak presiden untuk melakukan resuffel kabinet segera ,negatif,35,"['ayoo', 'buat', 'petisi', 'batalkan', 'nuruddin', 'jd', 'menteri', 'agama', 'karna', 'nuruddin', 'pembela', 'zionis', 'israel', 'amp', 'sekutu', 'nya', 'dia', 'akn', 'jd', 'duri', 'dalam', 'daging', 'ini', 'sangat', 'gentingdesak', 'presiden', 'untuk', 'melakukan', 'resuffel', 'kabinet', 'segera']"
 presiden menghormat pada menterinya lbp saat sidang kabinet pertama semakin kacau,negatif,12,"['presiden', 'menghormat', 'pada', 'menterinya', 'lbp', 'saat', 'sidang', 'kabinet', 'pertama', 'semakin', 'kacau']"
kabinet saling mangsa wkwkwk baguslah,negatif,5,"['kabinet', 'saling', 'mangsa', 'wkwkwk', 'baguslah']"
hah emang beneran dia jadi mentri perasaan ga ada di list kabinet merah putih deh,negatif,15,"['hah', 'emang', 'beneran', 'dia', 'jadi', 'mentri', 'perasaan', 'ga', 'ada', 'di', 'list', 'kabinet', 'merah', 'putih', 'deh']"
 dah di bilang ini kabinet balas budi ya gini jadinya ,negatif,12,"['dah', 'di', 'bilang', 'ini', 'kabinet', 'balas', 'budi', 'ya', 'gini', 'jadinya']"
maaf yg dapat kerjaan utk kali ini yg pandai jilat yg bau partai dan keluarga anggaran habis buat gaji mereka yg lain minggirnunggu makan gratis saja kalo ada sisa dr anak sekolah kabinet zaken taek,negatif,35,"['maaf', 'yg', 'dapat', 'kerjaan', 'utk', 'kali', 'ini', 'yg', 'pandai', 'jilat', 'yg', 'bau', 'partai', 'dan', 'keluarga', 'anggaran', 'habis', 'buat', 'gaji', 'mereka', 'yg', 'lain', 'minggirnunggu', 'makan', 'gratis', 'saja', 'kalo', 'ada', 'sisa', 'dr', 'anak', 'sekolah', 'kabinet', 'zaken', 'taek']"
aksi awal kabinet indonesia gemoy gtbahlil men esdm raih s scr kontroversial gtpigai men ham minta anggaran naik dr miliar jd t gtyusril menko hukum katakan tragedi bukan pelanggaran ham berat gtyandri men desa buat surat dgn kop kementrian utk urusan pribadi ,negatif,46,"['aksi', 'awal', 'kabinet', 'indonesia', 'gemoy', 'gtbahlil', 'men', 'esdm', 'raih', 's', 'scr', 'kontroversial', 'gtpigai', 'men', 'ham', 'minta', 'anggaran', 'naik', 'dr', 'miliar', 'jd', 't', 'gtyusril', 'menko', 'hukum', 'katakan', 'tragedi', 'bukan', 'pelanggaran', 'ham', 'berat', 'gtyandri', 'men', 'desa', 'buat', 'surat', 'dgn', 'kop', 'kementrian', 'utk', 'urusan', 'pribadi']"
khawatirku prabowo ntar kecapekan krn terlalu kenceng pidato menggebu gebu akhirnya lupa realisasinya lihat komposisi dan auranya kabinet ini kabinet rungkad,negatif,22,"['khawatirku', 'prabowo', 'ntar', 'kecapekan', 'krn', 'terlalu', 'kenceng', 'pidato', 'menggebu', 'gebu', 'akhirnya', 'lupa', 'realisasinya', 'lihat', 'komposisi', 'dan', 'auranya', 'kabinet', 'ini', 'kabinet', 'rungkad']"
 ini bkn soal dukung mendukung terhdp program tsb tetapi presiden punya alasan yg kuat utk membatalkan program mkn siang gratis dgn pertimbangan anggaran blum lgi dgn gemuknya kabinet hutang luar negeri dll tentu publik paham bhw pendidikan gratis jauh lbh baik,netral,43,"['ini', 'bkn', 'soal', 'dukung', 'mendukung', 'terhdp', 'program', 'tsb', 'tetapi', 'presiden', 'punya', 'alasan', 'yg', 'kuat', 'utk', 'membatalkan', 'program', 'mkn', 'siang', 'gratis', 'dgn', 'pertimbangan', 'anggaran', 'blum', 'lgi', 'dgn', 'gemuknya', 'kabinet', 'hutang', 'luar', 'negeri', 'dll', 'tentu', 'publik', 'paham', 'bhw', 'pendidikan', 'gratis', 'jauh', 'lbh', 'baik']"
 bagaimana agar hasil rapat paripurna kabinet merah putih pertama mampu direalisasikan secara maksimal sehingga indonesia emas terwujud streaming ,netral,22,"['bagaimana', 'agar', 'hasil', 'rapat', 'paripurna', 'kabinet', 'merah', 'putih', 'pertama', 'mampu', 'direalisasikan', 'secara', 'maksimal', 'sehingga', 'indonesia', 'emas', 'terwujud', 'streaming']"
 kabinet gonggong goblok dungu bego ini prabowo iniga ngerti hrs nya diseret semua era rezim abal ini kepengadilan bg yg bersalah secara hukum bukannya dibiar biarkan jd tak terkendali seperti ini ga bisa lu jd pemimpin buktinya zaman mertua lu aja elu diusir pangkatlu copot,negatif,47,"['kabinet', 'gonggong', 'goblok', 'dungu', 'bego', 'ini', 'prabowo', 'iniga', 'ngerti', 'hrs', 'nya', 'diseret', 'semua', 'era', 'rezim', 'abal', 'ini', 'kepengadilan', 'bg', 'yg', 'bersalah', 'secara', 'hukum', 'bukannya', 'dibiar', 'biarkan', 'jd', 'tak', 'terkendali', 'seperti', 'ini', 'ga', 'bisa', 'lu', 'jd', 'pemimpin', 'buktinya', 'zaman', 'mertua', 'lu', 'aja', 'elu', 'diusir', 'pangkatlu', 'copot']"
presiden prabowo diapresiasi sebagai negarawan sejati karena libatkan generasi muda di kabinet sebut komandan tkn indonesia insider ,positif,19,"['presiden', 'prabowo', 'diapresiasi', 'sebagai', 'negarawan', 'sejati', 'karena', 'libatkan', 'generasi', 'muda', 'di', 'kabinet', 'sebut', 'komandan', 'tkn', 'indonesia', 'insider']"
kapasitasnya apa jabatannya diatas menteri sekretaris kabinet diatas menteri diantara presiden lalu ada penasehat presiden diantara menteri banyak jabatan jeda antara presiden dengan menteri jadi banyak anggaran gaji yg dibagi dan fungsi struktural yg tidak jelas,negatif,40,"['kapasitasnya', 'apa', 'jabatannya', 'diatas', 'menteri', 'sekretaris', 'kabinet', 'diatas', 'menteri', 'diantara', 'presiden', 'lalu', 'ada', 'penasehat', 'presiden', 'diantara', 'menteri', 'banyak', 'jabatan', 'jeda', 'antara', 'presiden', 'dengan', 'menteri', 'jadi', 'banyak', 'anggaran', 'gaji', 'yg', 'dibagi', 'dan', 'fungsi', 'struktural', 'yg', 'tidak', 'jelas']"
 kapasitasnya apa jabatannya diatas menteri sekretaris kabinet diatas menteri diantara presiden lalu ada penasehat presiden diantara menteri banyak jabatan jeda antara presiden dengan menteri jadi banyak anggaran gaji yg dibagi dan fungsi struktural yg tidak jelas,negatif,41,"['kapasitasnya', 'apa', 'jabatannya', 'diatas', 'menteri', 'sekretaris', 'kabinet', 'diatas', 'menteri', 'diantara', 'presiden', 'lalu', 'ada', 'penasehat', 'presiden', 'diantara', 'menteri', 'banyak', 'jabatan', 'jeda', 'antara', 'presiden', 'dengan', 'menteri', 'jadi', 'banyak', 'anggaran', 'gaji', 'yg', 'dibagi', 'dan', 'fungsi', 'struktural', 'yg', 'tidak', 'jelas']"
momen prabowo minta izin ngopi di sidang kabinet paripurna perdana ,netral,12,"['momen', 'prabowo', 'minta', 'izin', 'ngopi', 'di', 'sidang', 'kabinet', 'paripurna', 'perdana']"
sidang kabinet paripurna perdana telah secara resmi dibuka oleh presiden prabowo rabu oktober ,netral,15,"['sidang', 'kabinet', 'paripurna', 'perdana', 'telah', 'secara', 'resmi', 'dibuka', 'oleh', 'presiden', 'prabowo', 'rabu', 'oktober']"
 tegas ketawa aja deh menyusun kabinet itu hak preogatif presiden nyatanya kabinet mulyono jilid gemuk dan banyak wamen serta lembaga ataubkantot atau utusan atau apalah yg ujungujung utk balaa jasa pendukung jokowi yang begini mai tegas hahaha ,negatif,40,"['tegas', 'ketawa', 'aja', 'deh', 'menyusun', 'kabinet', 'itu', 'hak', 'preogatif', 'presiden', 'nyatanya', 'kabinet', 'mulyono', 'jilid', 'gemuk', 'dan', 'banyak', 'wamen', 'serta', 'lembaga', 'ataubkantot', 'atau', 'utusan', 'atau', 'apalah', 'yg', 'ujungujung', 'utk', 'balaa', 'jasa', 'pendukung', 'jokowi', 'yang', 'begini', 'mai', 'tegas', 'hahaha']"
 kan kabinet zaken pak mereka merasa paling ahli,negatif,9,"['kan', 'kabinet', 'zaken', 'pak', 'mereka', 'merasa', 'paling', 'ahli']"
 ramerame disini menyambut presiden dan wapres baru beserta para menteri kabinet merah putih,negatif,19,"['ramerame', 'disini', 'menyambut', 'presiden', 'dan', 'wapres', 'baru', 'beserta', 'para', 'menteri', 'kabinet', 'merah', 'putih']"
 tepatnya kabinet gerombolan,negatif,4,"['tepatnya', 'kabinet', 'gerombolan']"
 apa yg lu harapin dari kabinet yg diisi lebih banyak pebisnis ys pasti aturan nya bakal ngenakin mereka lah,negatif,21,"['apa', 'yg', 'lu', 'harapin', 'dari', 'kabinet', 'yg', 'diisi', 'lebih', 'banyak', 'pebisnis', 'ys', 'pasti', 'aturan', 'nya', 'bakal', 'ngenakin', 'mereka', 'lah']"
kabinet gemuk tanda presiden ga bisa kerja,negatif,7,"['kabinet', 'gemuk', 'tanda', 'presiden', 'ga', 'bisa', 'kerja']"
presiden prabowo saja tdk mempermasalah kan malah terkesan merasa terbantu dan terserah yg mau bilg apa yg penting presiden happy saja bahkan dlm sidang kabinet akrab saja dgn gibran,negatif,29,"['presiden', 'prabowo', 'saja', 'tdk', 'mempermasalah', 'kan', 'malah', 'terkesan', 'merasa', 'terbantu', 'dan', 'terserah', 'yg', 'mau', 'bilg', 'apa', 'yg', 'penting', 'presiden', 'happy', 'saja', 'bahkan', 'dlm', 'sidang', 'kabinet', 'akrab', 'saja', 'dgn', 'gibran']"
 harapan smg orang baik yg peduli kondisi indonesia yg sdh rusak demokrasikonstitusinya th terakhir ini jangan gabung di kabinet merah putih krn presidennya hasil pilpres yg berlangsung tdk normal orang baik bersama orang baik ,negatif,38,"['harapan', 'smg', 'orang', 'baik', 'yg', 'peduli', 'kondisi', 'indonesia', 'yg', 'sdh', 'rusak', 'demokrasikonstitusinya', 'th', 'terakhir', 'ini', 'jangan', 'gabung', 'di', 'kabinet', 'merah', 'putih', 'krn', 'presidennya', 'hasil', 'pilpres', 'yg', 'berlangsung', 'tdk', 'normal', 'orang', 'baik', 'bersama', 'orang', 'baik']"
 belom seminggu mentri udah pelanggaran x kabinet cap opo toh paakpak,negatif,13,"['belom', 'seminggu', 'mentri', 'udah', 'pelanggaran', 'x', 'kabinet', 'cap', 'opo', 'toh', 'paakpak']"
there must be some kind of research about why society focusing on cheating sexuality and sexual topics more than real problems kabinet gemuk yg baru berapa hari aja blundernya udah bisa dilist sehalaman ppn naik tambang pasir dll tapi kenapa topik kita masih selangkangan,negatif,44,"['there', 'must', 'be', 'some', 'kind', 'of', 'research', 'about', 'why', 'society', 'focusing', 'on', 'cheating', 'sexuality', 'and', 'sexual', 'topics', 'more', 'than', 'real', 'problems', 'kabinet', 'gemuk', 'yg', 'baru', 'berapa', 'hari', 'aja', 'blundernya', 'udah', 'bisa', 'dilist', 'sehalaman', 'ppn', 'naik', 'tambang', 'pasir', 'dll', 'tapi', 'kenapa', 'topik', 'kita', 'masih', 'selangkangan']"
 era digital kenapa kabinet jadi gemoy ,negatif,8,"['era', 'digital', 'kenapa', 'kabinet', 'jadi', 'gemoy']"
 gobloknya kok kompak kabinet terus kalau bikin umkm ternyata ga di support yang bisnisnya jalan lancar ya tementemen hedonis lo doang,negatif,23,"['gobloknya', 'kok', 'kompak', 'kabinet', 'terus', 'kalau', 'bikin', 'umkm', 'ternyata', 'ga', 'di', 'support', 'yang', 'bisnisnya', 'jalan', 'lancar', 'ya', 'tementemen', 'hedonis', 'lo', 'doang']"
 awalnya sudah salah dengan kabinet gendut pasar merespon dengan pelemahan rupiah semoga cepat lepas dari cengkraman mulyono dan bersih dari penjilat ingat rakyat mengawasi dengan ketat,negatif,28,"['awalnya', 'sudah', 'salah', 'dengan', 'kabinet', 'gendut', 'pasar', 'merespon', 'dengan', 'pelemahan', 'rupiah', 'semoga', 'cepat', 'lepas', 'dari', 'cengkraman', 'mulyono', 'dan', 'bersih', 'dari', 'penjilat', 'ingat', 'rakyat', 'mengawasi', 'dengan', 'ketat']"
 kalo gitu diganti orang sipil bisa menjabat danramil kenapa tidak bisa,negatif,12,"['kalo', 'gitu', 'diganti', 'orang', 'sipil', 'bisa', 'menjabat', 'danramil', 'kenapa', 'tidak', 'bisa']"
 semangat terus buat calon menteri kabinet prabowogibran semoga sukses dan bisa memberikan yang terbaik untuk negara kita,positif,18,"['semangat', 'terus', 'buat', 'calon', 'menteri', 'kabinet', 'prabowogibran', 'semoga', 'sukses', 'dan', 'bisa', 'memberikan', 'yang', 'terbaik', 'untuk', 'negara', 'kita']"
